word,frequency,positions
company,163,"[3838, 3881, 3927, 3957, 4968, 5715, 5808, 6310, 6350, 6927, 7357, 7770, 7866, 10269, 10279, 10299, 10304, 10697, 10707, 10820, 11154, 11487, 11737, 11894, 11924, 11960, 12539, 13008, 13015, 13411, 13473, 14045, 14156, 14224, 14232, 14661, 15716, 15816, 15909, 16153, 16284, 16331, 16535, 16649, 18009, 18053, 18499, 18588, 18619, 18633, 19246, 19288, 19326, 19343, 19478, 19975, 20403, 22485, 23711, 24034, 24041, 24054, 24138, 24209, 24267, 24316, 24391, 24434, 26183, 26206, 26221, 27044, 27119, 27123, 27269, 27298, 27307, 27381, 27599, 28914, 28977, 29696, 29724, 29931, 30027, 31185, 31332, 31538, 31708, 32627, 32693, 32702, 32764, 33067, 33164, 33210, 33243, 33275, 33294, 33496, 33516, 33583, 33599, 33623, 33740, 34687, 34811, 35541, 35563, 35638, 35700, 35736, 36078, 36095, 36211, 36449, 36486, 37201, 37565, 37581, 38243, 38270, 38652, 38790, 39332, 39352, 39393, 39455, 39544, 39747, 40042, 40607, 40723, 40917, 41181, 41298, 41486, 41576, 41624, 41724, 42001, 42090, 42133, 43019, 43263, 43303, 43829, 43845, 43887, 43916, 44385, 44486, 44589, 44708, 44793, 44869, 44959, 46684, 46762, 46887, 47068, 48159, 49536]"
billion,152,"[176, 345, 372, 490, 503, 1254, 1266, 1288, 1294, 1355, 1361, 2260, 2571, 3425, 3437, 3478, 3504, 3529, 3585, 3610, 3624, 3633, 3833, 4611, 4940, 4946, 5320, 5328, 5366, 5387, 5440, 5463, 5484, 5530, 5538, 5967, 6910, 6916, 8431, 9031, 9084, 9091, 9410, 9451, 9465, 9545, 9574, 10276, 10330, 11945, 11969, 12562, 12574, 13001, 13025, 13038, 13047, 13398, 13406, 13629, 14480, 14490, 17062, 17221, 19349, 19521, 19526, 19531, 19536, 19541, 19546, 19587, 21718, 22849, 23027, 23301, 23867, 23872, 24427, 24442, 24450, 24464, 25288, 26308, 26318, 27034, 27058, 27069, 27077, 27082, 29516, 31281, 31896, 32821, 32824, 32845, 32850, 33388, 34714, 34737, 34868, 35576, 35594, 35881, 35889, 37075, 37080, 37733, 38100, 40787, 42749, 42759, 42764, 43166, 43183, 43246, 43255, 43462, 43467, 43508, 43513, 44454, 44633, 44638, 44643, 44648, 44653, 44699, 45359, 45381, 45396, 45901, 45934, 46016, 46050, 46061, 46177, 46190, 46200, 46223, 46230, 46345, 46350, 46355, 46744, 48812, 49520, 49526, 49569, 49574, 49905, 49918]"
would,147,"[93, 186, 576, 1501, 2114, 2160, 3665, 3910, 4182, 4223, 4249, 4371, 5266, 5355, 5648, 5760, 5769, 5858, 5890, 5994, 6661, 7497, 8230, 8313, 8458, 10098, 10844, 11023, 11064, 11971, 11982, 11996, 12038, 12387, 12534, 12950, 13435, 13494, 13504, 13530, 13620, 13948, 16111, 16480, 16486, 16494, 16511, 16556, 16572, 16610, 16641, 16672, 16744, 16767, 16833, 16861, 17117, 17158, 17329, 17383, 17849, 19167, 19265, 19283, 19316, 19330, 20262, 21666, 21976, 22038, 22734, 22748, 22827, 24224, 24708, 25617, 25642, 25928, 25937, 25951, 26940, 27375, 27798, 28488, 28535, 28632, 28719, 29346, 29791, 30143, 31973, 32050, 33109, 34031, 34237, 34302, 34756, 35304, 35341, 35395, 35424, 35771, 35862, 36706, 36795, 36870, 36969, 36976, 37025, 37260, 37299, 37785, 37916, 38043, 38253, 38310, 38365, 38959, 39723, 40733, 41589, 41603, 41736, 41783, 42465, 42955, 43030, 43045, 45373, 45463, 45706, 45957, 46039, 46096, 46172, 46448, 46565, 46575, 46776, 47031, 47111, 47246, 47272, 47299, 47388, 47970, 48851]"
loss,145,"[110, 3810, 3828, 6540, 6840, 6870, 6877, 10281, 14112, 14122, 15464, 15475, 15497, 15508, 15827, 16940, 16952, 18184, 18193, 18537, 18547, 19601, 22105, 22109, 22113, 22119, 22144, 22150, 23441, 23443, 23451, 23520, 23534, 23635, 23651, 24493, 24498, 24508, 24532, 24538, 24544, 24550, 24568, 24576, 24585, 25353, 25801, 25812, 25818, 25835, 25839, 25845, 25851, 25941, 27689, 27698, 27719, 27728, 27764, 28135, 28143, 28180, 28188, 29105, 29114, 29137, 29139, 29143, 29147, 29152, 29979, 29988, 30030, 30554, 30556, 30564, 30635, 30646, 30684, 30696, 30764, 30778, 32302, 32312, 34357, 34428, 37102, 37112, 37159, 38457, 38459, 38463, 38467, 38472, 38487, 38491, 38495, 38502, 39296, 39305, 39357, 39450, 39714, 40581, 40593, 40648, 40820, 40822, 40828, 40834, 40840, 40943, 41329, 41332, 41336, 41343, 41350, 41369, 41373, 41380, 41387, 41673, 41691, 41735, 42055, 42065, 42677, 42688, 43154, 43540, 43572, 43574, 43578, 43582, 43589, 43608, 43614, 43620, 43627, 43919, 44415, 44428, 46291, 46302, 48419]"
shr,118,"[4912, 14834, 14862, 15036, 15046, 15324, 15367, 15420, 15459, 15492, 15657, 15670, 15765, 15800, 15871, 15887, 15926, 15954, 16359, 16385, 16893, 16933, 17244, 18179, 18222, 18229, 18297, 18337, 18440, 18648, 19006, 19026, 19367, 19497, 19624, 19658, 19666, 19700, 19710, 21889, 22104, 22135, 22394, 23442, 23474, 23680, 23740, 23754, 23769, 23780, 23843, 23920, 23927, 24497, 24531, 25800, 25834, 26336, 27468, 27498, 27684, 27714, 27891, 28012, 28040, 28094, 28134, 28179, 29100, 29138, 30220, 30233, 30250, 30461, 30491, 30525, 30535, 30555, 30584, 30628, 30677, 30853, 32208, 32250, 32300, 32611, 32785, 32827, 32859, 32869, 34106, 34144, 35130, 35181, 36546, 36561, 37055, 38458, 38486, 38619, 39264, 40821, 41331, 41368, 42647, 42674, 42717, 43440, 43482, 43573, 43607, 43942, 44612, 46261, 46287, 46323, 46597, 49477]"
last,114,"[347, 478, 657, 708, 2819, 3906, 4574, 5510, 5569, 5962, 6169, 6205, 6323, 6608, 7458, 7520, 7753, 7787, 7844, 7892, 7964, 8498, 8593, 8891, 9255, 9628, 9831, 11920, 12094, 12132, 12313, 12494, 12864, 12900, 12925, 13018, 13175, 13300, 13753, 13812, 14255, 14743, 17910, 18043, 18807, 18864, 19473, 20100, 20130, 20489, 20518, 20688, 20741, 20788, 20889, 20964, 20995, 21010, 21602, 21638, 21944, 22373, 22743, 22838, 22892, 23409, 24164, 24290, 24745, 25423, 26805, 27659, 28376, 28577, 28703, 28982, 29170, 29189, 29510, 30059, 31162, 31378, 32033, 32121, 34482, 34562, 35007, 35500, 35580, 35763, 35908, 37485, 38574, 38802, 38874, 39243, 39358, 39930, 40273, 40531, 40626, 41508, 41895, 43108, 43231, 43349, 44481, 44824, 45127, 45996, 46737, 48115, 48204, 48220]"
inc,110,"[5798, 7605, 7733, 14013, 14037, 14115, 14363, 14584, 14823, 15033, 15043, 15411, 15448, 15688, 15861, 16268, 17239, 18170, 18211, 18540, 18642, 19003, 19023, 19358, 19488, 19645, 19931, 19965, 19985, 20010, 21808, 21878, 22227, 22278, 22329, 22383, 22517, 22536, 22694, 23290, 23787, 24009, 24024, 25257, 26621, 26875, 26909, 26923, 26966, 27292, 27457, 27549, 27882, 27970, 27974, 28002, 28087, 28309, 28348, 28370, 28413, 28457, 28698, 28989, 29000, 29037, 29070, 29922, 30217, 30230, 30245, 30544, 30617, 30844, 32152, 32165, 32188, 32198, 32635, 32687, 32954, 33138, 34359, 35119, 35553, 35799, 38447, 39233, 39696, 40087, 40720, 40931, 41187, 41321, 41470, 41516, 41681, 41718, 42057, 42109, 42705, 43429, 43935, 43977, 44669, 44722, 46588, 46654, 46751, 48659]"
trade,100,"[12, 326, 338, 339, 391, 444, 449, 484, 511, 647, 686, 717, 781, 862, 877, 1043, 1238, 1247, 1917, 2036, 2080, 4181, 4631, 4674, 4728, 5190, 5196, 5306, 5424, 5634, 5654, 5804, 7101, 7223, 7236, 7283, 7437, 7564, 8587, 10353, 10385, 10392, 10411, 10576, 11217, 11339, 11352, 11399, 13552, 13774, 13884, 14742, 14791, 17680, 20447, 27668, 29185, 29226, 29246, 29421, 29432, 29434, 29448, 29475, 29485, 29506, 29778, 30102, 30178, 31815, 31843, 32341, 32370, 32534, 34291, 36880, 37017, 38525, 38537, 40313, 40468, 41261, 41826, 42213, 42373, 45289, 45324, 45415, 45473, 45502, 45649, 45878, 47985, 48031, 48070, 48108, 48113, 48280, 48367, 49177]"
market,96,"[666, 1523, 3510, 3533, 3661, 3679, 3683, 4207, 4302, 4325, 4332, 4417, 4448, 4606, 5076, 5100, 5136, 5242, 6301, 7949, 8219, 8609, 9005, 9912, 10489, 11182, 11590, 11605, 13126, 13130, 13212, 15529, 15544, 17561, 18082, 21691, 22941, 23165, 23189, 24327, 24676, 24756, 24974, 26434, 27093, 27133, 27179, 29302, 29658, 29890, 30384, 30397, 30427, 30443, 31197, 31406, 31413, 31468, 31643, 31718, 31748, 32924, 32978, 33246, 33344, 33364, 33415, 36179, 36888, 41310, 41882, 42233, 42267, 42292, 42358, 42429, 42844, 43678, 43711, 44856, 47008, 47087, 47440, 47447, 47462, 47565, 47593, 47935, 48488, 48576, 48607, 49342, 49362, 49367, 49865, 49921]"
corp,96,"[2351, 3732, 3741, 3757, 3979, 4003, 7633, 7708, 7879, 7885, 10726, 11694, 12115, 12206, 12221, 12554, 14271, 14508, 14521, 14545, 14648, 15313, 15653, 15666, 15915, 16040, 16348, 16882, 17011, 17958, 18389, 18392, 18401, 19413, 19613, 19866, 20310, 21818, 22172, 22379, 22506, 23018, 23032, 23433, 23670, 23811, 24485, 26326, 27284, 27673, 28125, 28992, 29672, 29760, 29764, 29970, 29981, 30286, 30450, 30752, 32679, 34593, 36289, 37091, 38069, 38106, 38417, 38554, 38593, 38915, 38951, 39255, 39298, 39325, 39837, 40072, 40212, 40583, 40811, 40864, 40956, 40981, 41443, 41771, 42003, 42451, 42584, 42947, 43062, 43197, 44721, 46666, 47845, 49429, 49448, 49542]"
also,95,"[294, 460, 759, 830, 939, 1169, 1903, 2161, 2948, 3203, 3937, 4328, 4372, 4534, 4623, 5337, 6143, 7773, 8188, 8473, 8580, 8600, 8622, 8700, 9044, 9907, 9929, 10526, 10684, 11479, 11864, 11997, 13670, 14440, 14632, 16766, 16832, 17414, 18595, 18620, 19207, 19829, 20747, 21529, 21741, 22552, 22928, 23380, 25350, 26493, 26651, 27206, 28707, 29638, 29729, 32051, 33091, 33454, 33580, 33626, 34079, 34812, 35046, 35076, 35768, 35928, 36645, 36714, 36947, 37202, 37768, 38135, 38382, 38579, 38725, 39339, 39456, 41255, 42091, 42120, 42144, 42276, 42816, 43020, 43042, 43353, 45476, 45703, 45973, 47491, 47617, 48510, 48580, 48797, 49112]"
share,94,"[561, 1524, 2807, 3086, 4413, 4449, 4773, 4896, 7716, 8036, 8608, 9017, 10906, 10975, 11093, 11861, 11951, 11994, 14027, 14677, 16110, 16122, 16138, 18027, 18040, 18072, 18690, 18708, 19166, 19295, 22013, 22046, 23195, 23980, 26168, 26240, 26253, 26587, 27180, 27318, 27340, 27554, 28071, 28842, 28851, 28921, 29950, 29999, 30020, 30900, 30918, 30927, 31198, 32713, 32735, 33194, 33224, 33247, 33271, 33325, 33338, 33416, 34638, 34675, 36154, 36363, 36384, 36404, 36889, 37130, 37173, 38635, 39102, 39120, 39176, 39371, 39907, 39943, 40006, 40050, 40179, 40620, 40632, 41412, 41423, 41701, 41741, 42425, 42615, 42626, 43897, 43931, 46624, 49575]"
quarter,93,"[1243, 1259, 1337, 1348, 4063, 4077, 4126, 4145, 6170, 7372, 7418, 9108, 13283, 13301, 14140, 14200, 14202, 14253, 15710, 15719, 16036, 16050, 16149, 16219, 17040, 17129, 17972, 18012, 18048, 18078, 18166, 18536, 18546, 22192, 23526, 23560, 23596, 23614, 23648, 24372, 24417, 24481, 25262, 25319, 25387, 25424, 25560, 25734, 26226, 26258, 26294, 28256, 29978, 30003, 30219, 30232, 30776, 30806, 30923, 32306, 34376, 34432, 34487, 34558, 34625, 34660, 34680, 36398, 37154, 38558, 38597, 38606, 38639, 38676, 38712, 38749, 38769, 38838, 39309, 39356, 39407, 39693, 39718, 40579, 40587, 40625, 41416, 41695, 41734, 41948, 42069, 43006, 43551]"
profit,91,"[4948, 4982, 4993, 6278, 6345, 6441, 6472, 6663, 6682, 6863, 6885, 10333, 12584, 12993, 13017, 13352, 13379, 15460, 15468, 15493, 15501, 16934, 16945, 17245, 18180, 18188, 19248, 19340, 21866, 22707, 23447, 23456, 23475, 23481, 23485, 23491, 24282, 24504, 24514, 26556, 27019, 27063, 27685, 27693, 27715, 27723, 28139, 28150, 28184, 28195, 29101, 29109, 30008, 30560, 30569, 30585, 30589, 30593, 30598, 30629, 30639, 30678, 30690, 31142, 31168, 31328, 31358, 31374, 38731, 38870, 39751, 40610, 42648, 42652, 42656, 42663, 42683, 46262, 46266, 46270, 46288, 46297, 49433, 49452, 49469, 49496, 49509, 49553, 49577, 49684, 49702]"
japan,89,"[9, 21, 63, 144, 312, 458, 476, 519, 549, 695, 757, 787, 870, 1030, 1194, 2518, 2972, 4176, 4188, 4202, 4233, 4272, 4297, 4320, 4395, 4409, 4459, 4537, 4545, 4584, 4682, 4736, 7068, 7087, 7135, 7201, 7394, 8083, 10378, 10541, 10880, 11184, 11203, 11251, 11317, 11419, 11428, 13881, 14698, 14734, 17604, 21539, 27636, 27644, 29168, 29220, 29278, 29397, 29444, 29528, 29536, 30105, 30145, 32469, 34254, 34304, 41840, 45610, 47315, 47391, 47905, 47925, 47969, 47999, 48015, 48035, 48049, 48061, 48083, 48242, 48244, 48466, 48565, 48599, 48711, 49034, 49196, 49204, 49238]"
qtr,88,"[14111, 14830, 15035, 15045, 15320, 15418, 15455, 15655, 15668, 15763, 15798, 15868, 15922, 16355, 16889, 17242, 18177, 18218, 18294, 19005, 19025, 19365, 19495, 19575, 19622, 19652, 19654, 19746, 21885, 22103, 22390, 23440, 23677, 23739, 23753, 23768, 23779, 23841, 23918, 23961, 24492, 24594, 24600, 25799, 26333, 27464, 27680, 27746, 27889, 28009, 28132, 29098, 30248, 30457, 30524, 30534, 30551, 30624, 30851, 31798, 32205, 32609, 32660, 32781, 34102, 34356, 35126, 35145, 36545, 36560, 37053, 38454, 38548, 39262, 39295, 40973, 40998, 41328, 42054, 42645, 42715, 43436, 43569, 44610, 46254, 46256, 46321, 46595]"
oil,82,"[1179, 1221, 1325, 1341, 1431, 1510, 1537, 1547, 1877, 1894, 1901, 5714, 6614, 6700, 8805, 8822, 8849, 8962, 9206, 9221, 9258, 9309, 9312, 9332, 9342, 9358, 9480, 9608, 9679, 9695, 9701, 9749, 9757, 9769, 9786, 9794, 9817, 9842, 9918, 13768, 18476, 20337, 20363, 20392, 22442, 22530, 22535, 22546, 22761, 22898, 22953, 31900, 32040, 32054, 33104, 34775, 35048, 35441, 35460, 35498, 35528, 35618, 35668, 35681, 35775, 36575, 36587, 36620, 36655, 37146, 37219, 42887, 43081, 44145, 44264, 44297, 45004, 45018, 47772, 47800, 49679, 49697]"
first,80,"[822, 1242, 1258, 1336, 1347, 2061, 2473, 2613, 3592, 4062, 4076, 4125, 4144, 5444, 5514, 7371, 7417, 9473, 10203, 10258, 10284, 10336, 13282, 14139, 14217, 14252, 15718, 16035, 16049, 16148, 17038, 17235, 18011, 18047, 18077, 18165, 18535, 18545, 19252, 24371, 24480, 25260, 25343, 25559, 26225, 26257, 26293, 26708, 27663, 29977, 30002, 30218, 30231, 30922, 32587, 32770, 33604, 34624, 34659, 34679, 36221, 36396, 37153, 38557, 38605, 38675, 38711, 38768, 38837, 39692, 39717, 40578, 40586, 40624, 41694, 41733, 41769, 41947, 43005, 49355]"
tonnes,78,"[948, 970, 1588, 2211, 2250, 2306, 2491, 5870, 7314, 7368, 7377, 7411, 7468, 7507, 7530, 7581, 9693, 9719, 9825, 9882, 10864, 12859, 12873, 12938, 13232, 13241, 13250, 13265, 17278, 17297, 17730, 17789, 17821, 17855, 17868, 17905, 17916, 18887, 18912, 18949, 19053, 19089, 19126, 20675, 20800, 20836, 20866, 20984, 21049, 25040, 25130, 25144, 25159, 25176, 25190, 25205, 25891, 25916, 25927, 25965, 26853, 27641, 27649, 27785, 27839, 27870, 36584, 39512, 39577, 39621, 40257, 40342, 40350, 40370, 40386, 44142, 44150, 44157]"
new,73,"[195, 1615, 1849, 2344, 2369, 3010, 3018, 3334, 4614, 4844, 6241, 6376, 6403, 7726, 8853, 9009, 9142, 9899, 9924, 9945, 10174, 10439, 11018, 11520, 11727, 14896, 15243, 16165, 16189, 17009, 17195, 19291, 20968, 22614, 24324, 24716, 29195, 29263, 29563, 29665, 31036, 31315, 31645, 32337, 33410, 33429, 33729, 34468, 34842, 34905, 35037, 35911, 36117, 36203, 36453, 36960, 36967, 37982, 40728, 42463, 42786, 42853, 42908, 43741, 46009, 46233, 46407, 46435, 47938, 48023, 48614, 48672, 49908]"
april,73,"[138, 2074, 2202, 2334, 3604, 4399, 10262, 11773, 11930, 12160, 12261, 14300, 14808, 17229, 18274, 18280, 18801, 18805, 18817, 19843, 19849, 20066, 20069, 20326, 20445, 20779, 20930, 23828, 23831, 23907, 25024, 25029, 25215, 25227, 26607, 26992, 26998, 27779, 29271, 29852, 30111, 30319, 30974, 32666, 33153, 33171, 34244, 34876, 35225, 35231, 38121, 38145, 38167, 38221, 38314, 38441, 38444, 39311, 39660, 39892, 39977, 40014, 40031, 40233, 40236, 41161, 43832, 44213, 44906, 45035, 46464, 46493, 47857]"
bank,71,"[1600, 2494, 2502, 2523, 2534, 2564, 2597, 2694, 2721, 2811, 2837, 3039, 3107, 3464, 3885, 5084, 6533, 6583, 6715, 7729, 8132, 8245, 8470, 8542, 9096, 11417, 11426, 11451, 11597, 11620, 11646, 11651, 11718, 15537, 15573, 15593, 15614, 15631, 15756, 15790, 17180, 17201, 17454, 21543, 21555, 21734, 21916, 21921, 21962, 21967, 21971, 22030, 23810, 23886, 32602, 32971, 34685, 34846, 44484, 44495, 44501, 44819, 44835, 46945, 47410, 49061, 49336, 49346, 49374, 49423, 49784]"
shares,71,"[4825, 4845, 6313, 6330, 6922, 7621, 7650, 7686, 7722, 7748, 7780, 7839, 9986, 10003, 10054, 10081, 10113, 10116, 10643, 10939, 10954, 11022, 11063, 11110, 11713, 11752, 11768, 11814, 11819, 11843, 11940, 11980, 12123, 12202, 12232, 12312, 12328, 12339, 12348, 12364, 12386, 12428, 12448, 12480, 12509, 14032, 14595, 14695, 19293, 19805, 20316, 21993, 23947, 26180, 26195, 26202, 27326, 27361, 32721, 32756, 33704, 35987, 39842, 39858, 39887, 40767, 43053, 44768, 44782, 44805, 44853]"
may,70,"[1834, 1902, 2681, 3497, 4805, 4834, 8153, 8325, 9485, 9675, 10010, 10033, 12549, 12808, 14054, 14297, 15205, 18737, 21156, 21207, 21939, 23084, 23229, 23807, 23904, 27661, 27793, 28414, 29849, 30971, 30999, 31002, 31025, 31028, 31052, 31055, 31077, 31080, 31103, 31106, 31804, 32598, 32663, 32884, 32898, 35793, 35800, 36128, 36770, 36907, 37933, 39560, 39646, 40008, 40242, 40979, 41003, 41173, 41674, 43738, 44381, 44678, 44705, 44785, 46447, 46466, 47266, 49746, 49874, 49959]"
sales,67,"[534, 4254, 4494, 4532, 6812, 6904, 10539, 10825, 12556, 12576, 14471, 14680, 15436, 15728, 15746, 16044, 16081, 16141, 16173, 16907, 16958, 17724, 17886, 18150, 18313, 18359, 18456, 18666, 22408, 23268, 24293, 24634, 24642, 24707, 24856, 24898, 24910, 27055, 30573, 30604, 31203, 31246, 31430, 31581, 31601, 31762, 33146, 33196, 33227, 33283, 34120, 34164, 35579, 35597, 35632, 37071, 38476, 38508, 38809, 39320, 41634, 43178, 43342, 43458, 43504, 44026, 48227]"
two,65,"[720, 753, 1854, 2932, 2998, 3188, 3409, 3687, 3697, 3902, 3934, 4031, 4767, 4790, 6125, 6562, 6795, 7896, 7965, 9975, 9992, 10945, 11726, 12063, 13803, 15059, 15135, 15586, 16810, 19753, 19782, 20717, 20883, 21731, 21991, 23146, 23444, 23982, 24887, 28332, 29235, 30557, 31958, 32028, 32085, 33822, 34145, 35717, 38084, 38156, 38201, 39462, 39938, 39961, 40022, 42154, 42368, 42632, 43793, 43989, 47050, 47994, 48460, 48482, 49725]"
one,65,"[625, 1848, 2053, 2891, 4590, 4610, 5560, 6579, 8019, 8406, 9106, 9110, 9298, 9611, 10646, 10932, 12415, 12613, 13698, 14298, 15558, 16386, 19323, 19757, 19786, 19820, 19835, 21176, 23986, 24231, 24679, 24826, 26959, 26972, 28948, 29520, 30327, 30366, 31522, 31884, 32451, 32823, 34266, 34970, 35412, 36129, 37708, 38717, 38848, 39731, 39942, 39965, 40026, 40629, 43704, 45882, 46186, 46633, 46675, 46722, 47166, 48193, 48335, 48458, 48493]"
stock,61,"[271, 7794, 7948, 9004, 9798, 10092, 11002, 11764, 12491, 14095, 16461, 16532, 16695, 19758, 19787, 19808, 19839, 21982, 22055, 23988, 24238, 24712, 24739, 24749, 24784, 24789, 26188, 26422, 26926, 26930, 26948, 26978, 26983, 27322, 27591, 28079, 28881, 29889, 29940, 30932, 30942, 32717, 35834, 35902, 35923, 35967, 36084, 36174, 36190, 39967, 40027, 40717, 40730, 40742, 40776, 41910, 43807, 44842, 46634, 47107, 47148]"
agreement,58,"[3327, 3381, 3673, 4627, 6984, 12001, 12226, 13921, 14738, 15130, 15247, 16257, 17356, 17412, 17430, 17509, 17555, 22235, 22295, 26416, 27621, 29286, 29402, 29772, 31969, 32366, 33757, 33769, 34821, 36593, 36641, 37018, 37264, 38091, 38149, 38212, 38300, 38319, 38332, 38350, 39634, 40188, 40199, 40922, 41220, 41254, 41449, 43672, 44075, 44094, 44129, 44185, 44491, 44950, 45608, 48027, 49151, 49300]"
co,58,"[220, 285, 2300, 2417, 2816, 3076, 7342, 7732, 14329, 14339, 16251, 18681, 18699, 18717, 19002, 19022, 19487, 19776, 20341, 20348, 22242, 22342, 22585, 23137, 23737, 23751, 23834, 25256, 28295, 28697, 29870, 30216, 30229, 30522, 30532, 30616, 30745, 30843, 30953, 31773, 32774, 32953, 35548, 36038, 36543, 36558, 37046, 38701, 39994, 41463, 43122, 43202, 43384, 43395, 43562, 43764, 46731, 48499]"
revs,57,"[14848, 14876, 15342, 15387, 15940, 15972, 16371, 16398, 17259, 18197, 18255, 19686, 19732, 21905, 22124, 22155, 23462, 23497, 23863, 24520, 24555, 25823, 25856, 26350, 27486, 27516, 27702, 27732, 27909, 28028, 28058, 28112, 28156, 28201, 29118, 29156, 30268, 30479, 30511, 30652, 30702, 32223, 32269, 32817, 32841, 35158, 35199, 40845, 41356, 41393, 42667, 42691, 43595, 43633, 43960, 46280, 46305]"
earnings,57,"[1372, 1380, 10234, 11964, 15720, 15738, 16046, 16108, 16126, 17954, 17978, 17992, 18013, 18055, 23978, 25263, 25550, 25616, 26227, 26584, 27007, 27950, 28835, 28898, 30883, 30925, 31131, 33135, 33148, 33299, 33545, 34449, 34626, 34649, 34661, 36286, 36301, 36320, 36349, 36399, 38602, 38666, 38722, 40110, 40124, 40167, 40860, 40868, 42447, 42473, 42542, 42621, 43127, 43315, 43537, 46784, 46831]"
today,55,"[1692, 1698, 3440, 3489, 3511, 3535, 5101, 5181, 7014, 7115, 7441, 7549, 8662, 10128, 10366, 10994, 11231, 12842, 14973, 14979, 15634, 15714, 17321, 17397, 17755, 17827, 20376, 21738, 26218, 26739, 28431, 28855, 29559, 31925, 32112, 32346, 32505, 33840, 33890, 34887, 35060, 35797, 35865, 35957, 36157, 36597, 37498, 37550, 40039, 41687, 41721, 43736, 49069, 49344, 49358]"
march,51,"[1204, 1281, 4479, 7306, 7316, 7328, 9832, 11558, 12423, 14601, 15178, 15869, 15986, 16000, 16015, 16091, 16222, 16356, 18219, 19258, 20441, 21230, 21242, 21269, 21315, 21330, 21350, 21357, 21424, 21886, 22280, 23991, 25671, 26311, 26322, 27874, 29371, 34378, 34616, 34752, 38118, 38195, 39889, 41920, 43786, 44863, 46457, 47631, 47650, 47740, 49398]"
record,51,"[816, 8035, 8656, 8685, 12790, 14299, 18279, 18736, 18871, 18882, 18968, 19848, 20068, 20705, 20735, 21039, 21108, 21131, 22471, 22804, 23806, 23830, 23906, 25878, 26140, 26894, 26997, 28805, 29851, 30973, 31001, 31027, 31054, 31079, 31105, 31802, 32664, 32883, 33955, 33967, 34023, 34055, 34799, 35230, 36300, 38443, 39970, 40013, 40235, 40977, 41002]"
exchange,51,"[368, 1833, 1839, 1860, 1935, 1984, 2031, 2039, 2113, 2122, 2155, 2179, 2234, 2267, 2855, 2969, 6730, 10093, 11003, 11878, 13329, 13342, 13824, 13924, 16520, 17341, 17367, 25478, 26656, 26776, 26931, 27116, 29941, 33002, 39873, 40731, 42952, 43817, 44734, 45594, 45822, 46964, 47007, 47012, 47064, 47468, 47498, 47546, 47570, 49333, 49971]"
group,50,"[434, 4687, 10017, 10601, 10608, 12399, 12992, 13032, 14424, 16526, 17359, 17392, 18628, 20009, 21492, 21582, 21658, 22346, 23122, 23257, 23766, 23777, 23911, 26172, 26665, 27023, 27246, 32151, 32197, 32374, 32582, 33640, 35233, 35248, 35300, 37356, 37434, 39820, 39878, 39911, 39919, 40091, 40205, 41215, 41246, 43783, 43790, 48790, 49025, 49551]"
